,P6426,P6440,P7040,OFICIO,P6430,RAMA4D_R4,INGLABO
759,240,2,2,98,4,4921, 
760,300,2,2,3,5,4330, 
761,6,1,2,45,1,4774,1120000
762,12,1,2,3,1,4330,908600
763,14,2,2,45,4,5619,360000
764,8,2,2,84,4,9512, 
765,5,2,2,45,4,5619,240000
766,18,2,2,45,4,5619,800000
767,24,1,2,45,1,4752,908600
768,96,1,2,39,1,4741,908600
769,6,1,1,95,4,4111,900000
770,360,2,2,45,4,4752,2000000
771,36,1,2,45,1,4759,4000000
772,24,1,2,7,4,8413,3500000
773,84,2,2,11,4,6920,2200000
774,36,2,2,45,4,4729,1000000
775,480,2,2,80,5,1522, 
776,48,1,2,33,1,6412,1900000
777,36,1,2,38,1,6202,1200000
778,120,2,2,45,4,4752, 
779,156,2,2,45,4,4530, 
780,240,1,2,98,4,4921,900000
781,120,2,2,45,4,5619,800000
782,12,1,2,54,3,9700,200000
783,78,1,2,98,1,4921,1400000
784,96,1,2,97,1,4112,1800000
785,120,1,2,84,1,4520,1000000
786,10,1,2,97,1,7310,1000000
787,5,1,2,3,1,4321,1700000
788,56,1,2,39,1,8530,1280000
789,350,1,2,62,2,8544, 
790,24,1,2,13,1,8559,1600000
791,46,2,2,21,5,4542, 
792,18,2,2,84,4,4520, 
793,1,1,2,45,1,5619,300000
794,8,2,2,45,4,5619,1000000
795,60,2,2,44,4,6611,2000000
796,36,1,2,9,1,4661,3000000
797,48,1,1,3,4,8414,3000000
798,18,1,2,3,1,6201,1500000
799,72,1,2,51,1,1040,1200000
800,6,1,2,97,1,1040,440000
801,10,1,2,95,4,4111,700000
802,8,1,2,53,1,5619,560000
803,4,1,2,95,1,4111,500000
804,14,1,2,53,1,5619,640000
805,18,1,2,53,1,5611,700000
806,60,1,2,98,1,4921,1050000
807,3,1,2,53,1,5619,1000000
808,24,1,2,53,1,5619, 
809,17,1,2,38,1,3511,1100000
810,5,1,2,55,1,4111,1000000
811,1,1,2,95,1,4111,840000
812,60,1,2,11,1,7810,1900000
813,109,1,2,8,1,8010,3500000
814,2,1,2,37,1,2100,1200000
815,6,1,2,19,1,8530,2000000
816,12,1,2,21,1,6110,5000000
817,2,1,2,39,1,8544,1800000
818,90,1,2,12,2,8424, 
819,264,1,2,98,1,4321,1200000
820,300,1,2,11,2,8415, 
821,3,1,2,45,1,4762,908000
822,18,1,2,3,4,7310,2500000
823,18,1,2,2,1,7410,1600000
824,60,1,2,13,1,8530,11000000
825,240,1,2,21,1,8544,8000000
826,180,2,2,21,5,4210,6000000
827,14,1,2,95,1,4111,600000
828,60,1,1,6,4,8622,3000000
829,24,1,2,7,1,8610,3500000
830,60,1,2,98,1,4921,1400000
831,14,2,2,97,4,5320,1000000
832,72,2,2,16,4,7310, 
833,3,1,2,45,1,4723,1750000
834,1,1,2,77,1,4721,850000
835,12,1,2,54,3,9700,1000000
836,336,2,2,53,5,5619,800000
837,336,2,2,53,6,5619, 
838,3,1,2,2,1,7110, 
839,3,1,2,8,1,6201, 
840,96,1,2,58,3,9700,2800000
841,8,1,2,33,1,5210,1600000
842,1,1,2,98,1,8414,980000
843,240,2,2,3,4,9511,1200000
844,168,1,2,45,1,4773,1200000
845,48,2,2,3,4,9511,300000
846,96,1,2,81,1,3110,1000000
847,1,1,2,38,1,8220,908526
848,324,2,2,41,4,4711, 
849,24,1,2,38,4,8610, 
850,6,1,2,84,1,4322,908000
851,14,2,2,54,4,8121,450000
852,48,1,2,21,1,4530,1600000
853,240,2,2,93,4,4330,800000
854,60,1,2,53,1,5611,450000
855,120,1,2,55,1,8010,908000
856,12,1,2,3,1,8010,908000
857,8,1,2,54,3,9700, 
858,2,1,2,44,1,2310,1100000
859,17,1,2,57,4,9602,500000
860,0,1,2,58,1,8010,908000
861,360,1,2,98,2,8610,1300000
862,1,1,2,98,1,8699,908526
863,360,2,2,95,4,4111, 
864,1,1,2,57,1,9602,908526
865,1,1,2,58,1,8530,1200000
866,7,1,2,55,1,8412,908526
867,5,2,2,53,4,5619,500000
868,120,2,2,3,4,4210,1000000
869,12,1,2,44,1,4541,1100000
870,48,1,2,45,1,4731,908526
871,48,1,2,3,1,7310,908526
872,8,2,2,3,4,4542, 
873,0,1,2,59,1,8610, 
874,120,2,2,54,4,8890,800000
875,132,2,2,12,4,6910,1000000
876,4,1,2,13,1,8530,4000000
877,60,2,2,45,4,4789,400000
878,324,1,2,70,1,1104,2000000
879,48,1,2,11,1,4923,1450000
880,36,1,2,58,1,2599,908526
881,240,1,2,97,1,1410,908526
882,36,1,2,97,1,2229,908526
883,1,1,2,11,4,6920,1600000
884,5,1,2,58,1,6820,1200000
885,4,1,2,58,1,6820,1200000
886,12,1,2,39,1,6920,908526
887,96,1,2,98,4,4921,750000
888,12,2,2,41,4,4711,500000
889,18,1,2,39,1,6499,908526
890,84,1,2,11,1,1020,1560000
891,48,1,2,3,1,4322,908526
892,48,1,2,93,4,4520,400000
893,36,1,2,3,1,8020,780000
894,240,2,2,3,4,4321, 
895,36,2,2,3,4,4321,900000
896,120,2,2,95,4,4330,200000
897,1,1,2,79,1,1410,908526
898,2,1,2,95,1,4210,908526
899,2,2,2,54,4,8121,640000
900,7,1,2,97,1,2229, 
901,1,1,2,55,1,8121,908526
902,48,1,2,87,1,4322,1060000
903,0,1,2,83,4,3511,0
904,14,2,2,53,4,5619,900000
905,14,1,2,53,1,5619,600000
906,96,1,2,13,1,8530,908526
907,120,1,2,45,1,4752,300000
908,180,1,2,58,1,6820,908526
909,5,1,1,13,1,8530,1070000
910,96,1,2,55,1,8010,908526
911,36,1,2,13,2,8530,2000000
912,0,1,2,92,1,7310,908526
913,96,2,2,45,4,4792,80000
914,180,2,2,95,4,4330,1000000
915,72,1,2,97,1,4620,1200000
916,28,1,2,97,1,4620,1000000
917,240,2,2,3,4,9522,1500000
918,12,1,2,38,1,8621,1000000
919,12,2,2,45,4,4759,2000000
920,24,1,2,13,2,8530,2000000
921,5,1,2,13,1,8530,1000000
922,8,1,2,3,1,7810,908526
923,6,1,2,39,1,4632,1000000
924,18,1,2,39,4,8412,4000000
925,24,1,2,39,1,8691,908000
926,48,1,2,44,1,2023,908000
927,84,1,2,54,3,9700,500000
928,5,1,2,97,1,4773,908526
929,48,2,2,43,4,4773,2000000
930,240,1,2,45,1,4732,500000
931,12,2,2,45,4,4791,400000
932,36,1,2,97,1,4620,908000
933,35,1,2,79,4,1410, 
934,60,1,2,54,1,8890,908526
935,288,2,2,45,4,4789,800000
936,480,2,2,84,4,9529,700000
937,6,1,2,58,1,8414,1200000
938,36,1,1,19,1,8544,4000000
939,24,1,2,97,1,4620,908000
940,6,2,2,79,4,1410,300000
941,1,1,2,39,2,8413,1562000
942,8,1,2,39,1,6201,1100000
943,24,1,2,38,1,8220,908000
944,4,1,2,53,1,5613,360000
945,27,1,2,58,2,8423, 
946,72,1,2,58,2,8423, 
947,60,2,2,83,4,2599,1100000
948,96,2,2,57,4,9602,1500000
949,180,2,2,45,4,4792,30000
950,48,1,2,38,1,8220,908000
951,48,1,2,53,1,5611,304000
952,36,1,2,11,1,8544,3900000
953,6,1,2,83,1,2511,960000
954,12,1,2,53,1,8530,908526
955,12,2,2,59,4,9609,1500000
956,4,1,2,13,1,8530,1200000
957,2,1,2,38,1,8220,908526
958,60,2,2,45,4,4774,1800000
959,300,1,2,11,1,125, 
960,309,1,2,44,1,6511,3000000
961,15,1,2,7,1,8699, 
962,15,1,2,98,1,4921,1000000
963,4,1,2,36,1,8512,900000
964,29,1,2,21,1,7911,2000000
965,60,1,2,38,4,6201,2000000
966,10,1,2,13,2,8530,1500000
967,108,2,2,45,4,4792,200000
968,5,1,2,5,4,7120,1700000
969,160,1,2,11,1,6412,3200000
970,200,1,2,39,2,8551, 
971,156,2,2,57,5,9602,1100000
972,54,1,2,98,4,4921,1800000
973,12,1,2,7,1,8610, 
974,168,2,2,95,4,4111,1200000
975,180,2,2,40,5,4711,6000000
976,180,2,2,40,5,4711,6000000
977,36,1,2,21,1,9499,5000000
978,4,1,2,44,1,4773,360000
979,5,1,2,97,1,4773,1014980
980,12,1,2,98,1,5320,600000
981,12,1,1,11,1,6412,3900000
982,5,1,1,42,1,6190,2800000
983,288,2,2,95,4,4111,2500000
984,36,2,2,21,4,7310,10000000
985,11,1,2,16,4,5911,5000000
986,18,1,2,98,1,4923,908526
987,36,2,2,44,4,6110,1500000
988,48,1,2,39,1,6110,1500000
989,8,1,2,21,1,8220,6500000
990,180,2,2,45,4,2100, 
991,24,1,2,42,1,1103,908526
992,5,1,2,13,1,8530,908526
993,10,1,2,21,4,8544,2721189
994,2,1,2,7,1,8610,2300000
995,144,2,2,55,4,8121,200000
996,36,2,2,37,4,5320,800000
997,24,2,2,97,4,5320,2000000
998,156,2,2,21,4,5221, 
999,36,1,2,55,1,2023,908600
1000,120,2,2,93,4,4330,320000
1001,12,1,2,97,1,2023,908600
1002,360,2,2,79,4,1410, 
1003,12,2,2,45,5,5619, 
1004,144,2,2,16,4,7310, 
1005,48,1,2,97,1,1082,1014980
1006,12,1,2,3,1,2023,1300000
1007,12,1,2,53,1,5611,816000
1008,360,2,2,2,4,3312, 
1009,12,1,2,21,1,8220, 
1010,8,1,2,58,1,9499,1283000
1011,4,1,2,55,1,2229,1014980
1012,4,2,2,55,4,8121,200000
1013,144,2,2,11,4,6920,1300000
1014,3,1,2,59,1,8512,908526
1015,6,1,2,50,1,5619,1058526
1016,42,1,2,59,1,8621,998350
1017,3,1,2,45,1,4719,930000
1018,18,1,2,98,1,3513,908000
1019,30,2,2,95,4,4111,1200000
1020,6,1,2,45,1,1410,240000
1021,3,1,2,7,1,8610,2400000
1022,10,1,2,54,3,9700,900000
1023,0,1,2,95,1,4111,1400000
1024,2,2,2,95,4,4111,500000
1025,36,1,2,21,1,4645,2400000
1026,36,1,2,3,1,8020,1000000
1027,1,1,2,59,3,9700,1500000
1028,84,1,2,40,1,4741,1500000
1029,4,1,2,79,4,1410,500000
1030,4,1,2,53,1,5611,1000000
1031,180,1,2,34,1,2599,1000000
1032,6,2,2,45,4,4773,200000
1033,1,1,2,45,1,4631,900000
1034,96,2,2,57,4,9602,780000
1035,480,2,2,45,4,4781,800000
1036,120,2,2,45,4,4799,400000
1037,12,2,2,77,4,5619,75000
1038,24,2,2,95,4,4111,600000
1039,12,2,2,2,4,9511,170000
1040,108,1,2,58,1,6820,1250000
1041,48,1,2,55,1,6820,908526
1042,6,2,2,98,4,4921,600000
1043,396,1,2,54,1,8890,908526
1044,480,2,2,84,4,3313,500000
1045,4,2,2,77,4,5619,50000
1046,12,2,2,99,4,4520,450000
1047,1,2,2,99,4,4520,200000
1048,180,2,2,3,4,3313,600000
1049,1,1,2,58,1,8010,1200000
1050,5,1,2,99,4,4520,700000
1051,168,1,2,87,1,3600,908526
1052,16,2,2,95,4,4111,500000
1053,60,2,2,45,4,4792,125000
1054,84,2,2,45,4,4792,155000
1055,36,2,2,38,4,6190,350000
1056,2,2,2,55,4,8121,90000
1057,84,2,2,95,4,4111,480000
1058,72,1,2,13,1,8530,908526
1059,180,1,2,55,1,4711,908526
1060,324,2,2,61,4,113,800000
1061,48,2,2,45,4,4792,87500
1062,189,2,2,40,4,4724,600000
1063,96,2,1,84,4,9529,560000
1064,36,2,2,45,4,4729,100000
1065,84,2,2,3,4,9511,500000
1066,24,1,2,53,4,5611,420000
1067,120,1,2,99,4,4520,500000
1068,240,2,2,79,4,1410,400000
1069,180,2,2,57,4,9602,600000
1070,48,1,2,97,1,2410,1200000
1071,24,2,2,55,4,8121,120000
1072,48,1,2,95,4,4111,240000
1073,1,1,2,98,4,4921,700000
1074,0,1,2,50,1,5630,0
1075,3,1,2,98,4,4921,960000
1076,468,2,2,21,5,4512, 
1077,5,1,2,21,1,2023,1800000
1078,480,2,2,55,4,8121,200000
1079,40,2,2,45,4,4781,500000
1080,36,2,2,58,4,8010,800000
1081,300,1,2,54,3,9700,800000
1082,60,2,2,98,4,4921,900000
1083,12,1,2,54,3,9700,400000
1084,60,2,2,33,4,4921,700000
1085,60,2,2,45,4,4781,600000
1086,84,2,2,77,4,5619,50000
1087,6,2,2,95,4,4111,500000
1088,24,2,2,98,4,4921,800000
1089,300,2,2,85,4,4321,600000
1090,96,2,2,53,4,5619,600000
1091,1,1,2,34,1,4111,908526
1092,13,2,2,45,4,4724,60000
1093,144,1,2,97,1,4724,900000
1094,6,1,2,97,1,4724,800000
1095,96,1,2,54,1,8890,908526
1096,5,2,2,51,4,5619,400000
1097,8,1,2,58,1,4321,1200000
1098,18,2,2,45,4,4792,100000
1099,24,1,2,7,1,8610,2000000
1100,120,2,2,79,4,1410, 
1101,24,2,1,55,4,8121,360000
1102,6,1,1,57,1,9602,800000
1103,265,2,2,97,4,5224,260000
1104,298,2,2,97,4,5224,450000
1105,60,1,2,58,2,8423,1440000
1106,16,1,2,32,1,8621,650000
1107,4,1,2,54,1,5530,908526
1108,198,2,2,98,4,4921,650000
1109,60,1,2,3,1,1012,1160000
1110,240,1,2,77,1,1012,908526
1111,12,2,2,3,4,9319,600000
1112,120,1,2,54,3,9700,700000
1113,180,2,2,95,4,4111,800000
1114,10,2,2,57,4,9602,300000
1115,8,2,2,45,4,5619,100000
1116,120,2,2,45,4,4724,100000
1117,12,2,2,93,4,4330,550000
1118,7,1,2,87,4,2592,600000
1119,2,2,2,77,4,5619, 
1120,300,2,2,95,4,4111,1000000
1121,96,2,2,98,4,4921,800000
1122,12,1,2,84,1,4520,908000
1123,240,2,2,95,4,4111,500000
1124,48,1,2,59,3,9700,842000
1125,96,2,2,84,4,4542,500000
1126,3,2,2,98,4,4921,960000
1127,72,1,2,19,1,8621,1120000
1128,60,2,2,12,4,7490,2000000
1129,12,1,2,21,4,7020,700000
1130,12,1,2,7,1,8621,1875000
1131,24,1,2,13,4,8530,1000000
1132,48,2,2,98,4,4921,320000
1133,240,2,2,57,4,9602,400000
1134,478,2,2,17,4,9007,800000
1135,86,2,2,55,4,8121,400000
1136,16,1,2,86,1,5630,300000
1137,89,1,2,58,1,3511,1160000
1138,192,1,2,54,1,8890,908526
1139,2,2,2,98,4,4921,900000
1140,146,2,2,41,4,4771,1000000
1141,108,2,2,45,4,4771,500000
1142,48,2,2,83,4,2511,750000
1143,84,2,2,45,4,4792,220000
1144,192,1,2,58,1,6820,908526
1145,7,1,2,58,1,9329,908526
1146,84,2,2,98,4,4921,800000
1147,2,2,2,45,4,4781,800000
1148,28,2,2,98,4,4921,500000
1149,3,2,2,95,4,4111,500000
1150,300,1,2,32,1,5210,3020000
1151,360,1,2,59,4,8544,2200000
1152,120,1,2,18,1,9312, 
1153,180,2,2,13,4,8559,900000
1154,72,2,2,51,4,5619,1000000
1155,48,2,2,41,4,4721,300000
1156,48,2,2,41,4,4721,300000
1157,48,1,2,11,1,4923,1700000
1158,36,1,1,6,1,8890,1300000
1159,12,1,2,21,1,2819, 
1160,24,1,2,21,1,5224, 
1161,4,1,2,39,1,1103, 
1162,132,1,2,33,1,6412,1350000
1163,36,1,2,19,1,7010, 
1164,60,2,2,2,4,4321, 
1165,120,1,1,13,2,8544,5500000
1166,120,2,2,21,5,6820, 
1167,120,1,2,54,3,9700,908526
1168,120,1,2,21,1,5222,3500000
1169,60,1,2,39,1,8544,2000000
1170,204,1,2,40,1,4723,1200000
1171,5,1,2,53,1,5619,350000
1172,360,1,2,95,4,4111, 
1173,48,1,2,95,4,4330, 
1174,36,2,2,40,4,4774, 
1175,48,1,2,39,1,2229,1000000
1176,60,1,2,58,4,6820,480000
1177,30,2,2,98,4,4921,800000
1178,480,2,2,64,4,311,600000
1179,60,2,2,45,4,4719,250000
1180,132,1,2,39,1,7110,1100000
1181,24,2,2,53,4,5619,160000
1182,96,2,2,41,5,4711,1000000
1183,24,2,2,45,6,4711, 
1184,24,1,2,45,1,4711,1200000
1185,24,2,2,77,4,5619,480000
1186,36,2,2,55,4,8121,200000
1187,7,2,2,45,4,4799,300000
1188,24,2,2,45,4,4789,160000
1189,36,1,2,70,1,4711, 
1190,24,2,2,92,4,1812, 
1191,60,2,2,45,4,4530, 
1192,12,2,2,57,4,9602,700000
1193,120,2,2,3,4,9522,500000
1194,12,2,2,98,4,4921,1000000
1195,120,1,2,11,2,8544,1400000
1196,12,1,2,16,2,8544,1200000
1197,72,1,2,59,1,8610,1200000
1198,48,2,2,57,4,9602, 
1199,24,2,2,41,4,4771, 
1200,4,1,2,13,1,8530,36341
1201,8,2,2,16,4,7310,1100000
1202,240,2,2,95,4,4111,780000
1203,180,2,2,84,4,4520,800000
1204,480,2,1,84,4,9522,400000
1205,15,2,2,77,4,5619,60000
1206,240,2,2,57,4,9602,30000
1207,6,2,2,98,4,4921,550000
1208,8,2,2,98,4,4921,800000
1209,18,2,2,98,4,4921,700000
1210,36,1,2,84,4,8413,1200000
1211,144,1,2,11,1,8530,1600000
1212,300,2,2,95,4,4111,200000
1213,8,1,2,87,1,3011,1200000
1214,12,1,2,19,4,8412,2725000
1215,120,1,1,13,4,8551,1700000
1216,6,2,2,13,4,8559,0
1217,300,2,2,41,4,4771,500000
1218,192,1,2,58,2,8423,2500000
1219,6,1,2,3,1,4512,450000
1220,48,1,2,45,1,4752,1000000
1221,348,1,2,2,1,2012,2200000
1222,36,1,2,3,1,8010,1200000
1223,180,2,2,95,4,4111,800000
1224,48,1,2,45,1,4711,907000
1225,270,1,2,13,2,8530,1500000
1226,12,1,2,7,4,8692,3000000
1227,11,1,2,39,4,8412,2400000
1228,11,1,2,8,4,8610,4280000
1229,216,1,2,58,2,8423,2500000
1230,36,1,2,13,2,8530,2400000
1231,24,1,2,95,1,4111,908526
1232,24,1,2,77,1,1081,800000
1233,14,2,2,54,4,8121,450000
1234,12,2,2,75,4,1391,100000
1235,2,1,2,95,1,4111,908600
1236,3,1,2,33,1,6499,600000
1237,32,1,2,39,1,8692,2300000
1238,31,1,2,32,1,8692,1300000
1239,48,2,2,7,4,8692,2500000
1240,4,1,2,8,1,6201,2200000
1241,180,1,2,32,2,8424,2000000
1242,3,2,2,45,4,4771,300000
1243,24,2,1,41,4,4711,320000
1244,240,2,2,98,4,4921, 
1245,20,1,2,45,1,4771,908256
1246,96,1,2,13,1,8530,1900000
1247,96,1,2,2,1,3513,3000000
1248,6,1,2,39,1,8692,907000
1249,48,1,2,2,2,8544,1800000
1250,72,1,2,55,1,8121,908526
1251,180,2,2,58,4,141,1000000
1252,1,1,2,8,1,6202,1200000
1253,128,1,2,39,2,8530,1800000
1254,12,2,2,18,4,9319,600000
1255,60,1,2,45,1,4731,907000
1256,180,2,2,41,4,4711,200000
1257,1,1,2,8,2,8415,4000000
1258,170,1,2,58,2,8422,1800000
1259,360,2,2,13,4,8559,200000
1260,5,1,2,13,1,8544,3552000
1261,360,2,2,89,4,4329,900000
1262,120,1,2,97,1,5320,908526
1263,70,1,2,3,1,8622,908700
1264,2,1,2,98,1,4923,700000
1265,96,2,2,41,4,4711, 
1266,86,2,2,45,6,4711, 
1267,48,1,2,12,2,8424, 
1268,4,1,2,3,1,6110,908526
1269,3,1,2,13,2,8530,2200000
1270,240,2,2,84,4,4520,1200000
1271,45,2,2,3,4,8621,300000
1272,96,1,2,58,1,6820,1140000
1273,12,1,2,39,1,5511,908526
1274,15,1,2,95,1,4111,1000000
1275,1,1,2,97,1,4210,908526
1276,24,1,2,3,1,6201,908526
1277,4,2,2,16,4,7420,80000
1278,3,1,2,7,1,4773,908526
1279,240,2,2,84,4,4520,1000000
1280,48,2,2,59,4,8810,150000
1281,24,1,2,32,2,8544,2200000
1282,6,2,2,98,4,4921,1000000
1283,36,2,2,21,4,7490,2000000
1284,48,1,2,9,2,6412,2000000
1285,130,1,2,13,2,8530,3500000
1286,192,2,2,45,4,4799,1000000
1287,120,2,2,45,4,4792,100000
1288,24,1,2,13,2,8530,3000000
1289,24,1,2,13,1,8544,2400000
1290,72,1,2,45,1,4731,908256
1291,264,1,2,97,1,4711,908000
1292,264,1,2,39,1,4711,908000
1293,6,1,2,2,4,4210,3000000
1294,2,1,2,98,1,4921,908526
1295,72,1,2,33,1,3600,908526
1296,120,1,2,13,2,8530,2500000
1297,60,2,2,97,4,5224,600000
1298,60,1,2,58,2,8423,1800000
1299,24,1,2,33,1,4711,908526
1300,60,1,2,5,4,8412, 
1301,76,2,1,13,5,8559, 
1302,12,1,2,21,4,8621,2700000
1303,60,1,2,13,2,8530,2100000
1304,4,1,2,13,1,8530,1800000
1305,144,1,2,32,1,6492,3000000
1306,0,1,2,59,1,8610,0
1307,36,2,2,45,4,4792,400000
1308,148,1,2,84,1,4520,1000000
1309,200,1,2,3,1,4321,2800000
1310,4,1,2,12,4,8544,2500000
1311,36,1,2,45,1,4711,800000
1312,6,1,2,53,1,5611,500000
1313,18,1,2,59,1,8610, 
1314,30,1,2,58,1,8423, 
1315,48,1,2,97,1,4632,908256
1316,12,1,2,33,1,5221,908256
1317,180,1,2,58,1,8551,1200000
1318,6,1,2,33,1,4644,907000
1319,36,1,2,95,1,8551,907000
1320,46,1,2,32,2,8544,1900000
1321,140,1,2,59,1,8610,1700000
1322,36,1,2,58,1,8551,1200000
1323,60,1,2,77,1,1081,908256
1324,180,1,2,13,2,8530,2000000
1325,10,1,1,44,1,4541,2400000
1326,10,2,2,21,6,4542, 
1327,12,1,2,95,1,4111,908526
1328,48,2,2,75,4,1513,50000
1329,5,1,2,33,1,1410,908526
1330,36,1,2,11,1,4759,908526
1331,180,2,2,95,5,4111,1500000
1332,180,1,2,13,2,8530,3000000
1333,48,2,2,83,5,4112,1500000
1334,24,1,2,99,1,3830,600000
1335,8,1,2,7,2,8610,2250000
1336,10,2,2,83,4,2511, 
1337,3,2,2,97,4,5224,300000
1338,1,1,2,45,4,4781,360000
1339,4,1,2,77,1,1081,700000
1340,12,1,2,54,3,9700,420000
1341,240,2,2,81,4,3110,600000
1342,180,2,2,54,4,8121,200000
1343,240,2,2,84,4,4520,600000
1344,6,2,2,41,4,4711,0
1345,60,1,2,13,2,8530,3000000
1346,12,1,2,13,2,8530,3000000
1347,190,1,2,2,2,8413, 
1348,6,2,2,54,4,8121,350000
1349,240,2,2,97,4,4923,1800000
1350,192,1,2,35,1,5320,1400000
1351,24,1,2,77,1,5611,908526
1352,120,2,2,7,4,8692,1800000
1353,96,1,2,5,2,8544,2300000
1354,2,2,2,51,5,5619,0
1355,18,1,2,45,1,4512,908526
1356,60,2,2,13,4,8559,120000
1357,240,2,2,45,4,4530, 
1358,240,2,2,45,4,4799,200000
1359,420,1,2,21,1,6412, 
1360,8,1,2,12,1,6110,3600000
1361,60,2,2,53,4,5611,300000
1362,0,1,2,95,1,4111,0
1363,132,1,2,55,1,8413,907000
1364,18,1,2,59,2,8610,1700000
1365,180,2,2,84,4,4520,200000
1366,360,1,2,13,2,8530,4200000
1367,336,1,2,13,2,8530,4200000
1368,3,1,2,44,1,6110,908526
1369,17,1,2,38,1,8020,908526
1370,6,2,2,3,4,6201,500000
1371,3,1,2,21,1,4711,1000000
1372,48,1,2,45,1,4723,1200000
1373,360,2,2,11,5,6920,2500000
1374,216,2,2,16,4,9005,900000
1375,280,2,2,16,4,7110,2000000
1376,60,1,2,53,1,5611,1014980
1377,48,1,2,54,1,8890,907000
1378,6,1,2,97,1,4711,907000
1379,36,2,2,53,4,5619,850000
1380,36,2,2,53,6,5619, 
1381,12,1,2,98,4,8412, 
1382,18,1,2,44,1,1512,908000
1383,1,1,2,2,4,8551,3925000
1384,120,1,2,98,1,4921,908526
1385,240,2,2,2,4,7110, 
1386,56,2,2,11,4,6920, 
1387,131,1,2,30,1,4661,1200000
1388,1,1,2,19,4,8412,3500000
1389,30,1,2,98,1,4921,908256
1390,36,1,2,33,1,4711,908256
1391,6,2,2,45,4,4721,1000000
1392,2,1,2,45,1,4721,480000
1393,180,1,2,13,1,8544,2800000
1394,24,1,2,32,1,8610,1700000
1395,48,1,2,32,1,2100,1100000
1396,10,2,2,41,4,4711,0
1397,10,2,2,45,6,4711, 
1398,5,1,2,11,1,8610,1450000
1399,5,1,2,33,1,8610,908000
1400,408,1,2,85,2,3511,1625000
1401,1,1,2,3,1,3312,1100000
1402,96,2,2,53,5,5619,1800000
1403,2,1,2,59,1,8621,1200000
1404,18,1,2,30,2,8423, 
1405,240,1,2,55,1,8121, 
1406,216,2,2,5,4,7490,3000000
1407,72,1,2,13,2,8530, 
1408,72,1,2,34,1,7010,2350000
1409,84,1,2,30,2,8530,6800000
1410,14,1,2,13,2,8530,3680000
1411,24,1,2,1,1,4620, 
1412,120,1,2,30,4,8544, 
1413,12,1,2,97,1,2593,908526
1414,120,1,2,83,1,2593,908526
1415,144,1,2,58,1,8010,908526
1416,6,1,2,59,1,8610, 
1417,6,1,2,38,1,8220,908526
1418,4,1,2,33,1,3110,908526
1419,36,1,2,58,1,8010,908526
1420,0,2,2,59,4,8810, 
1421,300,1,2,37,1,5320,908526
1422,60,1,2,59,1,4773, 
1423,60,1,2,3,1,2750,1014980
1424,12,1,2,55,1,8121,250000
1425,115,1,2,87,1,2592,900000
1426,96,1,2,53,1,5630,600000
1427,204,1,2,97,1,5229,1200000
1428,18,1,2,32,1,8544,1300000
1429,24,1,2,3,1,8610,1800000
1430,204,1,2,34,2,8412,4000000
1431,40,1,2,98,1,4921,908526
1432,2,2,2,45,4,4771,200000
1433,96,1,2,34,1,8544, 
1434,48,1,2,34,1,8220,1350000
1435,96,2,2,41,4,4771, 
1436,144,1,2,84,1,4520,1200000
1437,42,1,2,55,1,4111,908526
1438,1,1,2,77,1,5613,1000000
1439,240,2,2,12,4,6910, 
1440,12,1,2,54,3,9700,1158526
1441,14,1,2,13,1,8530,1500000
1442,216,1,2,38,1,8220,908526
1443,9,1,2,38,1,8220,2300000
1444,30,1,2,2,1,7110,2050000
1445,48,2,2,6,5,9609,2800000
1446,540,2,2,79,4,1410,400000
1447,215,2,2,98,4,4921,1000000
1448,250,2,2,77,4,5619, 
1449,30,2,2,2,4,4321, 
1450,9,1,2,8,1,6412, 
1451,10,1,2,19,1,8424, 
1452,392,1,2,34,1,8621,1600000
1453,36,1,2,44,1,6820, 
1454,12,1,2,13,2,8544,3160000
1455,132,1,2,3,1,3091,1014980
1456,1,1,2,38,1,8220,150000
1457,36,1,2,58,1,4711,1014980
1458,6,1,2,30,1,5611,908526
1459,2,1,2,3,1,2431,908526
1460,12,1,2,45,1,5619,320000
1461,240,2,2,98,4,4923,900000
1462,384,2,2,41,4,4729, 
1463,7,1,2,38,1,8220,908526
1464,19,1,2,98,1,4661,908526
1465,40,1,2,21,1,6820,470000
1466,480,2,2,45,4,4781,350000
1467,5,1,2,95,1,1082,908526
1468,60,1,2,83,1,2593,908526
1469,2,1,2,45,1,4772,600000
1470,8,1,2,89,1,2395,908526
1471,120,1,2,45,1,4530,1500000
1472,60,1,2,53,1,4711,908526
1473,8,1,2,38,1,8220,908526
1474,13,1,2,45,1,4530,908526
1475,24,2,2,41,4,4741,800000
1476,12,1,2,13,1,8530,1600000
1477,66,1,2,34,1,8220,908000
1478,24,1,2,34,1,8220,908000
1479,12,1,2,44,1,6120,908000
1480,6,2,2,95,4,4111, 
1481,132,1,2,38,1,8220,1014980
1482,216,1,2,58,2,8423,2300000
1483,300,1,2,99,1,4520,1014980
1484,108,1,2,59,1,8810,908526
1485,6,2,2,13,4,8513, 
1486,9,1,2,77,1,1081,600000
1487,1,1,2,39,1,8691, 
1488,6,1,2,98,1,4921,1000000
1489,1,1,2,38,1,8220,908526
1490,156,1,2,45,1,4773,1500000
1491,48,1,2,34,1,8621,1180000
1492,228,2,2,53,5,5611, 
1493,84,1,2,54,3,9700,908526
1494,213,2,2,93,4,4330, 
1495,6,1,2,45,1,4771, 
1496,12,1,2,59,1,8610,1061000
